"","Insult","Comment"
"3661",0,"""The quote above states the following\ \ ""And her refusal to endorse a candidate (she noted on Fox News Sunday that she was \\xe2\\x80\\x9cnot convinced\\xe2\\x80\\x9d Romney was a true conservative) has only increased speculation that she\\xe2\\x80\\x99s simply biding her time until 2016.""\ \ After watching Sarah\\'s incredible speech at CPAC it seems to me that perhaps there is some truth to this assessment.  \Since 2008 she has been (and still is) THE VOICE of the working everyman / woman.  \ Maybe she is bidding her time figuring the establishment will blow this election again with a mushy middle of the road Republican.  \ If Obama wins it will FINALLY unmask the establishment as losers.  \ If Romney wins, he will Govern as a major RINO and she could primary him.\ \ Not sure if that is her plan or not.  \ The only downside to that is 2016 will be a much tougher GOP field.  \ I still believe her time was NOW.  \  \If you would have told me after her Sept 3rd speech that Sarah would have sat it out and RIck Santorum (of all people) was beginning to beat Romney..  \ I would NEVER have believed it\ \ I\\'m not one of these folks that believes in the ""unelectable"" meme.  \ But if there was 1 person I would have thought would have fit that bill.. it would have been Rick Santorum.  \  \ \\ \ It just goes to show, once again, what could have been with Sarah in the mix.  \ If RS can do it......\ \ I wish her and her family nothing but the best life has to offer, but I still believe she might have missed her best chance.  \  \BUT, it\\'s clear from CPAC that conservative\\'s still love her, there is always hope..  \But I so wish I could have voted for President Palin in 2012......\ \ """
"3663",0,"""Our Marxist president is like a dog with a bone.  \He HAS to get some flesh out of the taxpayers of our country to satisfy his moonbat base.  \It matters not one bit, you could tax all of us into oblivion and it wouldn't put a dent in the debt.  \He doesn't care.  \He's out for his pound of flesh.  \And what about everyone paying their fair share.  \That infuriates me.  \What is the fair share for the 48% who suck the life out of our country using our social services, roads, military protection etc.  \They can afford something too.  \Let's get them into the game and see how they like tax hikes."""
"3664",0,"""I guess they decided to try to milk the series for one more game before the 720 comes out and they can really push the edge on halo 5. Cant really go wrong with a halo game other than having it be too short."""
"3665",0,"""It's not American, and I can't speak to quality, but <i>Luther</i>?  Also, there are plenty of ensemble shows that have at least one black character in the ensemble, which, you know, it's better than <i>Seinfeld</i> or <i>Friends</i> at least?"""
"3666",0,"""@Rourke needs to give me a fucking like@LambeauOrWrigley@aciddragon  Reesy's thermos dented? Reminds me of a killer line from ""Horrible Bosses"".... Jennifer Anniston's horny dentist character reports watching some beefcake guy on TV and ""... fingering herself so hard, [she] broke a nail."""""
"3668",0,"""shut the fuck up   run as administrator only solution exist"""
"3669",0,"""Hi ASHLEY. How many screennames do you have?"""
"3670",0,"""Where is it over for the Democrats?  As far as the presidency, you might want to look at the current status of the electoral college."""
"3671",0,"""re mo hlotse hle motho eno, ha a khutlele ha habo Qacha."""
"3672",0,"""Listen, motherfucker! We only sing 80s Joel!"""
"3673",0,"""let him clinch it - like TX wasn't going to be a red state no matter what...duh"""
"3675",0,"""@x1RONPATR10Tx Don't need to apologize to him. Typos should be the last thing he gets upset over."""
"3676",0,"""Disregarding other people's opinions because they don't match your own sounds like a fanboy response to me"""
"3678",0,"""pu pu pu cfare kenget deksha un ma mir hahahaha kjo kg na pershtatet mua dhe bjondes shum prz"""
"3679",0,"""Pano kasi, she's just saying what is right! Can't you understand? BOBO talaga mga Pilipino."""
"3680",0,"""when the Turks and Qataris pull their Ads of their site."""
"3681",0,"""Obama's Re-Election Effort Shaken by Rough Stretch - Rick Klein, ABC"""
"3682",0,"""I too have friends that are gay but I we agree to disagree on certain premises of life, but I still love them for who they are, but disagree with their choice of for romantic love (eros) for anyone of the same sex.\ \ Your comment on race or gender just proved my point. \ You think you can change them and I don't. \ You may try to but you will always be what you were made, just retooled or manipulated with man's creativity not to look like it. \ The truth always prevails even though many tries to hide it."""
"3683",0,"""GOP = \ Taliban of the West\ \ They just banned Happy Hour in Utah folks. \ They are now up in arms about contraceptives. \ Oh boy heaven forbid folks have easy access to preventing unwanted pregancies and STD's. \ Meanwhile the elders in these religions continue to harbor or condone child rape."""
"3684",0,"""We unfortunate not to win this game, after dominating QPR in the second half! Saying that another home game passes without a win. Not good enough Villa! On paper it's a poor result. McLeish continues to make poor choices with his squad. Warnock has been poor all season and Hutton is not good enough! We have major problems at  the back and yet we see another transfer window come and go with no signings to improve our squad! I have serious questions over Lerner too at this point! What on earth is going on!?"""
"3685",0,"""<I>I was raised in a family where spanking was considered normal</I>  Neither of my parents wanted to hit me.  But if I was cutting up uncontrollably, especially in front of company, my dad would spank me.  I was the youngest, and spoiled as fuck growing up, I'll admit it now."""
"3688",0,"""In that photo above, why is that Johnny fellow punching that other fellow? Did that other fellow say something disparaging to him? And what's wrong with their hands? They're all puffy and red."""
"3689",0,"""when men beat up other white men'sAnuses"""
"3690",0,""" \The only thing anyone's complaining about is a 501(c)3 non-profit acting like a PAC, which is not legal. \ \ \ Get your head out of your-ass, idiot."""
"3691",0,"""Just several times? Funny how the father is the only witness alive"""
"3692",0,"""@Manzoa - It's quite evident the Democrats are absolutely in a panic. And with Scott Walker's success next week in Wisconsin, a full fledged hysteria fit is forthcoming from the Dems this summer."""
"3694",0,"""Haha, yea I think she was complaining about being fat because she is now 108 or something like that."""
"3695",0,"""If you dont want a baby then DONT GET PREGNANT!!! Its really very simple (except in rape cases) you have the CHOICE to keep your legs closed!! YOU SHOULD NOT HAVE THe RIGHT OR CHOICE \TO TAKE A LIFE!!! Everyone knows what sex leads to and if you take a chance and have sex and the birth control you have chosen fails its not the fault of the child...Its YOUR fault for having sex!!"""
"3696",0,"""You goofball, one player is in for one play on the first series of the 4th quarter and you have the whole 1st team D in the game.............  Jesus, YOU really need a better understanding of the game."""
"3697",0,"""lol no, allkpop decided to use a pic of Tiffany with fucked up dimensions."""
"3699",0,"""@cnn-7c252df128b8601a1059ea1a16:disqus""Bravo for providing not accurate information""  And you know that because you have different information from which sources?  Which statistic do you doubt? Or is your math done differently than mine?"""
"3700",0,"""So much hatred. We're all human beings you know. Chill out."""
"3702",0,"""So I'm first going to comment on the school lunch issue, because I've had a similar experience. It was brought to my attention that my kids were buying lunch, but not eating it. I decided to pack their lunch. My kids will not eat a sandwich so I decided I was not going to waste food or money packing a sandwich and instead substituted cheese and crackers or peanut butter crackers, which is an appropriate substitute for grain/meat. I then packed carrots, a fruit (generally an orange or apple) or a fruit cup, and a granola bar (also a grain alternative. I was sent a note home that it was unacceptable to not have a sandwich included in their lunch. I worked at the time in the lunch room of a day care and knew what was acceptable and unacceptable according to the USDA, but in my opinion what the USDA requires of a public facility offering lunch and what I offer should be totally seperate. The eating habits of my children is my business, their health is in my hands. I feel sorry for children whose parents choose to set bad examples, and for parents that don't care enough and let their children live off of take out and junk but that is their choice. \ I will now address the abortion issue that was thrown in just because I find it A) outrageous to even mention it, and B) because people are uneducated and base take things out of context or base it off of hearsay and uneducated opinions. I personally don't believe it's right in all circumstances. I believe there are other options, I believe that their are also situations where it may be necessary, medically, or mentally; as in a rape case. BUT I also believe that it is our bodies, we do in fact own them, the fetus is a person but it is not seperated from you until birth, which makes it yours until then. State has enough power already, controlling what I do with my body is my business. I don't believe they should be allowed to tell me I can or can't have one. I also don't think all insurance companies should have to pay for it, unless of course it's a medically neccessary procedure due to health risks of the mother, the fetus or in the case of rape/incest. I don't think insurance companies should be allowed to tell you that you can't buy birth control, that is taking it to far. I realize certain religions don't believe in birth control, they believe that if God wants you to have a baby he'll give you one but he didn't put these people on Earth that invented these things for nothing. If there was a flood and a boat came by I would get in, I wouldn't wait for God, God sent the boat. I wish people would realize that this country is religiously diverse, it was founded on religious diversity, state and religion should be seperate and publicly owened companies (company's with stock on NASDAQ etc.) and religion should be seperate. No religion has the right to enforce their beliefs on others. It's sad to say that as Christian, especially of the Baptist denomination that is more frequent than in any other religion. The religion that worships Alla (sp) doesn't ask that everyone bow down for 10 minutes at high noon for prayer, Catholics don't require or ask other religions to go to confession, Jews don't ask that more Jewish holidays be made official government holidays. The Baptist scream for Christmas, and Easter and anti abortion (as do the Catholic on that one (they are a denomination of Christians). I just think people need less power and more tolerance of others. Jesus/God was not a judgemental person, in fact he was the opposite of that, he taught acceptance and love of all, even those that turned away from him. We could all learn from that, quit thumping your Bible and actually read it. """
